,Screen Name,Real Name,Text,Date,Negative sentiment scores,Positive sentiment scores,Neutral sentiment scores,Compound sentiment scores,Tweets ago
133,CBS,CBS,Time to mark your calendars! CBS' fall 2018 premiere lineup has been announced: https://t.co/yYv3H9aEO7 https://t.co/lRxAA7suie,Mon Jul 09 23:55:07 +0000 2018,0.0,0.0,1.0,0.0,33.0
134,CBS,CBS,"RT @TKOCBS: The Ball Buster, the Frisboom, the Spike Launcher, and the Slammer… Get to know all of the #TKO Battle Stations: https://t.co/2…",Mon Jul 09 18:53:34 +0000 2018,0.106,0.0,0.894,-0.3818,34.0
135,CBS,CBS,"RT @cbsallaccess: How much does it cost to bury the truth? #OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/2HdY…",Mon Jul 09 18:09:00 +0000 2018,0.0,0.103,0.897,0.3182,35.0
136,CBS,CBS,"RT @SalvationCBS: Mark your calendars, #Salvies: Monday's new #SalvationCBS will air at a special time, 10/9c. https://t.co/RUh1J7cfj8",Fri Jul 06 22:22:55 +0000 2018,0.0,0.153,0.847,0.4019,36.0
137,CBS,CBS,Happy #InternationalKissingDay! See which stars we caught locking lips on the CBS Kiss Cam. 😘 https://t.co/oMPCHZlgCl,Fri Jul 06 18:26:37 +0000 2018,0.0,0.39,0.61,0.8622,37.0
138,CBS,CBS,Have you heard? Tonight's the first Live Show of #BB20. Grab a seat and get ready to watch the action unfold on CBS… https://t.co/0YgRV1HLGd,Thu Jul 05 21:12:17 +0000 2018,0.0,0.102,0.898,0.3612,38.0
139,CBS,CBS,"How much does it cost to bury the truth? #OneDollar premieres Thursday, August 30, exclusively on CBS All Access.… https://t.co/1tab8eCaFz",Mon Jul 02 21:13:11 +0000 2018,0.0,0.108,0.892,0.3182,39.0
140,CBS,CBS,Take a first look at our @Comic_Con lineup along with details of what you can expect to see:… https://t.co/JqBtlKcwq3,Mon Jul 02 20:47:32 +0000 2018,0.0,0.0,1.0,0.0,40.0
141,CBS,CBS,RT @TrueCrimeCBS: Two new true-crime series are set to premiere this July on CBS! Learn more about #Whistleblower and #PinkCollarCrimes bef…,Mon Jul 02 17:27:06 +0000 2018,0.0,0.0,1.0,0.0,41.0
142,CBS,CBS,"If at first you don’t succeed on @PriceIsRight…bid, bid again! https://t.co/OWBaOsFZ3i",Mon Jul 02 17:00:02 +0000 2018,0.0,0.259,0.741,0.5411,42.0
143,CBS,CBS,What’s summer without @CBSBigBrother? ☀️ RT if you’re counting down the hours to the #BB20 premiere TONIGHT at 8/7c… https://t.co/Xp1s4Fp5J8,Wed Jun 27 20:31:32 +0000 2018,0.0,0.0,1.0,0.0,43.0
144,CBS,CBS,"It looks like you...

(•_•)
( •_•)&gt;⌐■-■
(⌐■_■)

Have a lot of TV to watch!

Celebrate #NationalSunglassesDay with H… https://t.co/Babt4ajIgV",Wed Jun 27 14:00:01 +0000 2018,0.0,0.289,0.711,0.7574,44.0
145,CBS,CBS,The world will finally know the truth. ☄️ Make sure to tune in to the heart-pounding Season 2 premiere of… https://t.co/mqMleW90DY,Mon Jun 25 18:20:25 +0000 2018,0.0,0.204,0.796,0.5574,45.0
146,CBS,CBS,Tonight's the night! Don't miss model @ashleygraham on the season finale of Celebrity @undercover_cbs at 8/7c. https://t.co/iBxAOcOF7a,Fri Jun 22 21:19:06 +0000 2018,0.0,0.098,0.902,0.1867,46.0
147,CBS,CBS,"Every day is #TakeYourDogToWorkDay for shows like @HawaiiFive0CBS, @MomCBS, @SEALTeamCBS, and @bigbangtheory! https://t.co/DJaOt1VQcw",Fri Jun 22 18:33:53 +0000 2018,0.0,0.189,0.811,0.4199,47.0
148,CBS,CBS,"Lights, camera, selfie! 📸 Could there be a better photo for #NationalSelfieDay? https://t.co/14Ewx64yKC",Thu Jun 21 23:29:50 +0000 2018,0.0,0.197,0.803,0.4926,48.0
149,CBS,CBS,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,Wed Jun 20 00:39:01 +0000 2018,0.122,0.199,0.68,0.3555,49.0
150,CBS,CBS,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,Mon Jun 18 20:27:50 +0000 2018,0.0,0.0,1.0,0.0,50.0
151,CBS,CBS,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,Mon Jun 18 15:00:46 +0000 2018,0.0,0.0,1.0,0.0,51.0
152,CBS,CBS,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",Sun Jun 17 13:00:01 +0000 2018,0.0,0.493,0.507,0.9392,52.0
153,CBS,CBS,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",Fri Jun 15 18:48:29 +0000 2018,0.0,0.128,0.872,0.3595,53.0
154,CBS,CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",Thu Jun 14 17:30:00 +0000 2018,0.167,0.0,0.833,-0.296,54.0
155,CBS,CBS,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,Thu Jun 14 16:19:32 +0000 2018,0.12,0.147,0.734,0.1779,55.0
156,CBS,CBS,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",Tue Jun 12 00:19:23 +0000 2018,0.315,0.134,0.551,-0.5562,56.0
157,CBS,CBS,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",Mon Jun 11 22:23:06 +0000 2018,0.0,0.171,0.829,0.5093,57.0
158,CBS,CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",Mon Jun 11 19:01:38 +0000 2018,0.167,0.0,0.833,-0.296,58.0
159,CBS,CBS,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,Mon Jun 11 14:00:37 +0000 2018,0.0,0.0,1.0,0.0,59.0
160,CBS,CBS,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,Mon Jun 11 06:19:36 +0000 2018,0.0,0.0,1.0,0.0,60.0
161,CBS,CBS,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,Mon Jun 11 06:04:41 +0000 2018,0.0,0.22,0.78,0.4767,61.0
162,CBS,CBS,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,Mon Jun 11 03:10:33 +0000 2018,0.0,0.406,0.594,0.8478,62.0
163,CBS,CBS,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,Mon Jun 11 03:02:06 +0000 2018,0.0,0.463,0.537,0.92,63.0
164,CBS,CBS,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",Mon Jun 11 02:58:30 +0000 2018,0.088,0.175,0.737,0.4404,64.0
165,CBS,CBS,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,Mon Jun 11 02:56:40 +0000 2018,0.0,0.153,0.847,0.4404,65.0
166,CBS,CBS,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,Mon Jun 11 02:56:10 +0000 2018,0.0,0.467,0.533,0.836,66.0
167,CBS,CBS,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,Mon Jun 11 02:53:00 +0000 2018,0.0,0.0,1.0,0.0,67.0
168,CBS,CBS,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,Mon Jun 11 02:47:29 +0000 2018,0.0,0.318,0.682,0.6369,68.0
169,CBS,CBS,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,Mon Jun 11 02:44:50 +0000 2018,0.0,0.543,0.457,0.7978,69.0
170,CBS,CBS,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,Mon Jun 11 02:44:37 +0000 2018,0.0,0.516,0.484,0.9523,70.0
171,CBS,CBS,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,Mon Jun 11 02:33:09 +0000 2018,0.0,0.302,0.698,0.5994,71.0
172,CBS,CBS,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",Mon Jun 11 02:29:18 +0000 2018,0.0,0.123,0.877,0.4215,72.0
173,CBS,CBS,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,Mon Jun 11 02:23:56 +0000 2018,0.0,0.517,0.483,0.8932,73.0
174,CBS,CBS,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",Mon Jun 11 02:21:03 +0000 2018,0.0,0.0,1.0,0.0,74.0
175,CBS,CBS,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,Mon Jun 11 02:16:06 +0000 2018,0.0,0.0,1.0,0.0,75.0
176,CBS,CBS,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,Mon Jun 11 02:11:03 +0000 2018,0.0,0.491,0.509,0.8908,76.0
177,CBS,CBS,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,Mon Jun 11 02:05:47 +0000 2018,0.0,0.0,1.0,0.0,77.0
178,CBS,CBS,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,Mon Jun 11 02:03:31 +0000 2018,0.0,0.262,0.738,0.4926,78.0
179,CBS,CBS,@writerlindsayb You're welcome! #TonyAwards,Mon Jun 11 01:58:48 +0000 2018,0.0,0.523,0.477,0.5093,79.0
180,CBS,CBS,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,Mon Jun 11 01:53:17 +0000 2018,0.0,0.481,0.519,0.7579,80.0
181,CBS,CBS,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",Mon Jun 11 01:51:16 +0000 2018,0.0,0.248,0.752,0.6467,81.0
182,CBS,CBS,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,Mon Jun 11 01:38:23 +0000 2018,0.0,0.0,1.0,0.0,82.0
183,CBS,CBS,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,Mon Jun 11 01:37:36 +0000 2018,0.0,0.276,0.724,0.636,83.0
184,CBS,CBS,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,Mon Jun 11 01:30:56 +0000 2018,0.0,0.563,0.437,0.8834,84.0
185,CBS,CBS,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,Mon Jun 11 01:29:21 +0000 2018,0.0,0.0,1.0,0.0,85.0
186,CBS,CBS,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,Mon Jun 11 01:26:03 +0000 2018,0.079,0.296,0.625,0.7351,86.0
187,CBS,CBS,RT @KatLargent: MAGIC #TonyAwards,Mon Jun 11 01:25:59 +0000 2018,0.0,0.0,1.0,0.0,87.0
188,CBS,CBS,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,Mon Jun 11 01:24:46 +0000 2018,0.0,0.0,1.0,0.0,88.0
189,CBS,CBS,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,Mon Jun 11 01:24:12 +0000 2018,0.0,0.162,0.838,0.4019,89.0
190,CBS,CBS,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,Mon Jun 11 01:19:59 +0000 2018,0.0,0.457,0.543,0.9151,90.0
191,CBS,CBS,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,Mon Jun 11 01:12:31 +0000 2018,0.0,0.375,0.625,0.6369,91.0
192,CBS,CBS,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,Mon Jun 11 01:08:28 +0000 2018,0.0,0.102,0.898,0.1511,92.0
193,CBS,CBS,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,Mon Jun 11 01:08:24 +0000 2018,0.0,0.148,0.852,0.1531,93.0
194,CBS,CBS,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,Mon Jun 11 01:02:47 +0000 2018,0.0,0.563,0.437,0.8834,94.0
195,CBS,CBS,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,Mon Jun 11 00:58:06 +0000 2018,0.0,0.0,1.0,0.0,95.0
196,CBS,CBS,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,Mon Jun 11 00:52:34 +0000 2018,0.0,0.207,0.793,0.2714,96.0
197,CBS,CBS,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,Mon Jun 11 00:51:11 +0000 2018,0.0,0.0,1.0,0.0,97.0
198,CBS,CBS,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,Mon Jun 11 00:50:18 +0000 2018,0.0,0.567,0.433,0.8883,98.0
199,CBS,CBS,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,Mon Jun 11 00:45:14 +0000 2018,0.0,0.613,0.387,0.9134,99.0
200,CBS,CBS,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,Mon Jun 11 00:44:36 +0000 2018,0.0,0.0,1.0,0.0,100.0
201,CNN,CNN,Australian racing driver Daniel Ricciardo says this year's F1 title race is the most exciting it's been for years… https://t.co/r4FqVhDf56,Sat Jul 21 18:45:06 +0000 2018,0.0,0.155,0.845,0.5413,1.0
202,CNN,CNN,"Republican leaders need to remember what happened the last time America chose to be isolated, writes Susan Dunn for… https://t.co/G5X9u2kx84",Sat Jul 21 18:30:13 +0000 2018,0.108,0.0,0.892,-0.3182,2.0
203,CNN,CNN,Thailand slams foreign media for interviewing cave boys https://t.co/mQ77N1RpLo https://t.co/7cVYJohodf,Sat Jul 21 18:15:08 +0000 2018,0.0,0.0,1.0,0.0,3.0
204,CNN,CNN,Baby girl born in Texas Chick-fil-A gets free food for life and a future job https://t.co/gPcd5Vs8h5 https://t.co/LvU1nddzBa,Sat Jul 21 18:00:11 +0000 2018,0.0,0.18,0.82,0.5106,4.0
205,CNN,CNN,Gaza truce shaky after Israeli tank responds to reported fence breach https://t.co/IO50kxSkDF https://t.co/NM6pIV0B5F,Sat Jul 21 17:45:07 +0000 2018,0.137,0.0,0.863,-0.2263,5.0
206,CNN,CNN,New York Gov. Andrew Cuomo's large lead against candidate Cynthia Nixon in the upcoming gubernatorial primary is em… https://t.co/FzIqGJpjqp,Sat Jul 21 17:30:08 +0000 2018,0.0,0.0,1.0,0.0,6.0
207,CNN,CNN,The age of Alexandria Ocasio-Cortez https://t.co/nAfXUYIpB2 | Analysis by Gregory Krieg https://t.co/QeNO8434Xl,Sat Jul 21 17:15:06 +0000 2018,0.0,0.0,1.0,0.0,7.0
208,CNN,CNN,"Treasury Secretary Steven Mnuchin says President Trump ""supports"" the Federal Reserve's independence… https://t.co/iWEb2WsdYw",Sat Jul 21 17:00:09 +0000 2018,0.0,0.13,0.87,0.2023,8.0
209,CNN,CNN,Spain's right-wing Popular Party has elected 37-year-old Pablo Casado Blanco as its new leader at an extraordinary… https://t.co/QwFVd0OBJd,Sat Jul 21 16:45:09 +0000 2018,0.0,0.256,0.744,0.6705,9.0
210,CNN,CNN,"It could take a year to get answers on the duck boat tragedy, official says https://t.co/yjdMUXKIY3 https://t.co/nfM7rOPpA9",Sat Jul 21 16:30:02 +0000 2018,0.227,0.0,0.773,-0.6597,10.0
211,CNN,CNN,"Why we should ditch the ""perfect woman"" myth, writes Reshma Saujani for @CNNOpinion https://t.co/q6kMx4AHar https://t.co/qlE5QOtgLx",Sat Jul 21 16:15:04 +0000 2018,0.0,0.209,0.791,0.5719,11.0
212,CNN,CNN,Jamie Lee Curtis shares sweet moment with Comic-Con fan who says she saved his life https://t.co/nHQvA8IXLX https://t.co/gW0QjBLahp,Sat Jul 21 16:00:06 +0000 2018,0.0,0.442,0.558,0.8519,12.0
213,CNN,CNN,"After plastic straws, this entrepreneur wants plastic toothbrushes to disappear https://t.co/EBx3wJFkky https://t.co/rKwY4XPPl3",Sat Jul 21 15:45:05 +0000 2018,0.147,0.0,0.853,-0.2263,13.0
214,CNN,CNN,This is what Shonda Rhimes has been working on for Netflix https://t.co/rqgaxuPZNv https://t.co/Ia814PdLNO,Sat Jul 21 15:30:05 +0000 2018,0.0,0.0,1.0,0.0,14.0
215,CNN,CNN,"It is wrong, dangerous and un-American for President Trump to attack the free press, writes former Reagan spokesman… https://t.co/wz1JuYg6jy",Sat Jul 21 15:15:06 +0000 2018,0.337,0.12,0.543,-0.7184,15.0
216,CNN,CNN,"President Trump says it's ""inconceivable"" that his former personal lawyer, Michael Cohen, recorded conversation abo… https://t.co/uD1PdBsq9W",Sat Jul 21 15:03:17 +0000 2018,0.0,0.0,1.0,0.0,16.0
217,CNN,CNN,How the year 2006 changed the internet forever https://t.co/EDqB76piSg https://t.co/BJtN5EjIhE,Sat Jul 21 14:01:06 +0000 2018,0.0,0.0,1.0,0.0,17.0
218,CNN,CNN,"Facebook's rhetoric on misinformation doesn't match its actions, writes CNN's @oliverdarcy https://t.co/yhFdWCIxOa https://t.co/EG0ilFRc7A",Sat Jul 21 13:48:05 +0000 2018,0.161,0.0,0.839,-0.3182,18.0
219,CNN,CNN,Watch this massive cargo plane pull off a loop-the-loop https://t.co/ySjuGTag20 https://t.co/5OHPD00N3H,Sat Jul 21 13:31:00 +0000 2018,0.0,0.0,1.0,0.0,19.0
220,CNN,CNN,"Insurance, closing costs, fixed-rate mortgages — Here’s what to know before buying your first home:… https://t.co/ZeAy98setJ",Sat Jul 21 13:01:00 +0000 2018,0.0,0.0,1.0,0.0,20.0
221,CNN,CNN,"San Francisco officials are taking steps to stop fans from flocking to the famous ""Full House"" home. After years of… https://t.co/cstiXebGp9",Sat Jul 21 12:31:00 +0000 2018,0.099,0.0,0.901,-0.296,21.0
222,CNN,CNN,Maria Rose Belding remembers throwing away hundreds of boxes of mac and cheese because they had expired. Now she's… https://t.co/zatfTIDOKh,Sat Jul 21 12:01:00 +0000 2018,0.0,0.0,1.0,0.0,22.0
223,CNN,CNN,"Rishikesh is known for its spirituality, but it's also home to a 273-foot-high perch that's said to be the highest… https://t.co/GSAV3oRLFb",Sat Jul 21 11:31:00 +0000 2018,0.0,0.0,1.0,0.0,23.0
224,CNN,CNN,"From Joan Rivers to Wanda Sykes, these hilarious comedians pull no punches. https://t.co/qcB8Vv3kIG https://t.co/c9SEOhyYxr",Sat Jul 21 11:01:00 +0000 2018,0.122,0.271,0.608,0.4019,24.0
225,CNN,CNN,"Goldman Sachs' next CEO, David Solomon, also moonlights as an electronic dance DJ.

His stage name is DJ D-Sol.… https://t.co/AE5TZQYLUM",Sat Jul 21 10:31:00 +0000 2018,0.0,0.0,1.0,0.0,25.0
226,CNN,CNN,"France's Kylian Mbappe is donating his #WorldCup winnings to a charity in his hometown, a low-income suburb on the… https://t.co/bhPeNWqF2l",Sat Jul 21 10:01:00 +0000 2018,0.0,0.283,0.717,0.743,26.0
227,CNN,CNN,"Rome is known for its history, its food -- and its crowds. Here are some top tips from a tour guide of 35 years… https://t.co/oGEWOA6QNr",Sat Jul 21 09:31:00 +0000 2018,0.0,0.073,0.927,0.2023,27.0
228,CNN,CNN,"🌕🌕🌕🌕🌕🌕
🌕🌕🌕🌕🌕🌕
12 new moons have been discovered around Jupiter, bringing the planet's total number of known moons t… https://t.co/G2BR5H9qpO",Sat Jul 21 09:01:05 +0000 2018,0.0,0.064,0.936,0.0772,28.0
229,CNN,CNN,"Airbus' massive Beluga XL ""flying whale"" just completed its first test flight. 

You probably won't get to fly in i… https://t.co/ZhdbM7WpQ9",Sat Jul 21 08:31:00 +0000 2018,0.0,0.0,1.0,0.0,29.0
230,CNN,CNN,"With more than 230 obstacles spread over a single 20-mile loop, the Rat Race Dirty Weekend purports to be the large… https://t.co/FmM6V3EOcW",Sat Jul 21 08:01:00 +0000 2018,0.233,0.0,0.767,-0.6969,30.0
231,CNN,CNN,A massive Russian ship -- with a potential fortune in gold on board -- has been discovered at the bottom of the oce… https://t.co/XkhCRqinze,Sat Jul 21 07:31:00 +0000 2018,0.0,0.0,1.0,0.0,31.0
232,CNN,CNN,An anonymous donor gifted $3 million to the University of Houston's new medical school — enough to pay the full tui… https://t.co/HAkEQf4sqo,Sat Jul 21 07:16:05 +0000 2018,0.065,0.0,0.935,-0.1027,32.0
233,CNN,CNN,Adidas has committed to using only recycled plastic in its products by 2024 https://t.co/JdZo9o2w9O https://t.co/pRdTBNgDuS,Sat Jul 21 07:01:02 +0000 2018,0.0,0.13,0.87,0.2732,33.0
234,CNN,CNN,Gun-rights activists have reached a settlement with the government that will allow them to post 3-D printable gun p… https://t.co/e7ZklPrkRr,Sat Jul 21 06:46:03 +0000 2018,0.111,0.152,0.737,-0.0258,34.0
235,CNN,CNN,Did you know that Lucky Cats have their own temple in Tokyo? Step inside: https://t.co/ngyO8tC2MW https://t.co/Lbqcy0zc3s,Sat Jul 21 06:31:00 +0000 2018,0.0,0.157,0.843,0.4215,35.0
236,CNN,CNN,Will President Trump’s environmental policies destroy one of America’s last wild landscapes?  Join Bill Weir in Ala… https://t.co/yoRxAOrZEK,Sat Jul 21 06:17:20 +0000 2018,0.161,0.101,0.737,-0.3182,36.0
237,CNN,CNN,"Pentagon official defends Putin invitation to Washington: ""I think having an exchange and having a frank discussion… https://t.co/zQQaJF1jW8",Sat Jul 21 06:16:04 +0000 2018,0.0,0.0,1.0,0.0,37.0
238,CNN,CNN,"For the second month in a row, Time magazine has put a provocative photo illustration of President Trump on its cov… https://t.co/Vx1Upth0KF",Sat Jul 21 06:01:04 +0000 2018,0.0,0.0,1.0,0.0,38.0
239,CNN,CNN,"These twin sisters are running for office in Michigan. One is a Republican, the other a Democrat, but ""the left win… https://t.co/xrObR48MiF",Sat Jul 21 05:46:00 +0000 2018,0.0,0.0,1.0,0.0,39.0
240,CNN,CNN,A wave of garbage was filmed rippling off the coast of the Dominican Republic. An environmental group is working wi… https://t.co/62lJ1z6HNo,Sat Jul 21 05:31:00 +0000 2018,0.0,0.0,1.0,0.0,40.0
241,CNN,CNN,"The Australian government has released an updated ""Reef 2050 Plan"" stating that global warming is causing coral ble… https://t.co/bL2FZzwVtn",Sat Jul 21 05:16:00 +0000 2018,0.0,0.082,0.918,0.1531,41.0
242,CNN,CNN,Egyptian archaeologists have unsealed and opened a mysterious granite sarcophagus discovered on a construction site… https://t.co/pCuAzjfBSu,Sat Jul 21 05:01:06 +0000 2018,0.0,0.0,1.0,0.0,42.0
243,CNN,CNN,"The sinking of a duck boat near Branson, Missouri, took the lives of 17 people, including nine members of one famil… https://t.co/jcHpvQKWTq",Sat Jul 21 04:46:03 +0000 2018,0.0,0.0,1.0,0.0,43.0
244,CNN,CNN,The CEO of a moving company gave his own personal SUV to an employee when he found out the young man walked 20 mile… https://t.co/5esMaoaxse,Sat Jul 21 04:31:00 +0000 2018,0.0,0.0,1.0,0.0,44.0
245,CNN,CNN,"This 11 year old was bullied for her skin color. Now, she owns a successful clothing line https://t.co/wIRQvSGvhB https://t.co/CJi7xFEtvP",Sat Jul 21 04:16:04 +0000 2018,0.172,0.159,0.669,-0.0772,45.0
246,CNN,CNN,16 of the world’s most relaxing places https://t.co/EIujnNIqSY https://t.co/MDn2O71CDL,Sat Jul 21 04:01:01 +0000 2018,0.0,0.304,0.696,0.5413,46.0
247,CNN,CNN,Cohen's recording of Trump is a warning sign | By Caroline Polisi via @CNNOpinion https://t.co/h1NX60iEkz https://t.co/nB85dbJbFS,Sat Jul 21 03:46:03 +0000 2018,0.156,0.0,0.844,-0.34,47.0
248,CNN,CNN,The goal of China's influence operations around the world is to replace the United States as the world's leading su… https://t.co/H3IcKPR92z,Sat Jul 21 03:31:02 +0000 2018,0.0,0.123,0.877,0.4215,48.0
249,CNN,CNN,A second Trump-Putin meeting would be careless | By Frida Ghitis via @CNNOpinion https://t.co/lHxeepxdjd https://t.co/vWC9LFGoL1,Sat Jul 21 03:16:02 +0000 2018,0.172,0.0,0.828,-0.3612,49.0
250,CNN,CNN,"From Joan Rivers to Wanda Sykes, these hilarious comedians pull no punches. https://t.co/qcB8VuLJk6 https://t.co/VC0V5hGd8m",Sat Jul 21 03:10:01 +0000 2018,0.122,0.271,0.608,0.4019,50.0
251,CNN,CNN,"RT @AC360: Did the accused Russian spy use sex as a means to manipulate her alleged targets? 

""I frankly find it kind of offensive just be…",Sat Jul 21 03:00:56 +0000 2018,0.193,0.0,0.807,-0.6697,51.0
252,CNN,CNN,Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question ton… https://t.co/9cLAO71aUL,Sat Jul 21 02:59:05 +0000 2018,0.0,0.0,1.0,0.0,52.0
253,CNN,CNN,".@ConanOBrien, we’re happy you’re so excited about Sketch Comedy! Sorry about your wife. But hey, you still have… https://t.co/lkVcIlQkhF",Sat Jul 21 02:44:13 +0000 2018,0.051,0.279,0.67,0.6235,53.0
254,CNN,CNN,"At the Republican National Committee's summer meeting in Austin, no one is sweating the Trump-Putin summit… https://t.co/FbTVrAj1Cq",Sat Jul 21 02:31:06 +0000 2018,0.121,0.0,0.879,-0.296,54.0
255,CNN,CNN,The attorney for the 29-year-old Russian woman accused of trying to win influence in American political circles as… https://t.co/J6Qp9svTds,Sat Jul 21 02:24:23 +0000 2018,0.096,0.165,0.739,0.3818,55.0
256,CNN,CNN,"RT @AC360: The counsel for the accused Russian spy says the government’s case against his client is “overblown,” citing her alleged use of…",Sat Jul 21 02:22:36 +0000 2018,0.091,0.0,0.909,-0.296,56.0
257,CNN,CNN,Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question ton… https://t.co/cXeTHqiXsB,Sat Jul 21 02:21:08 +0000 2018,0.0,0.0,1.0,0.0,57.0
258,CNN,CNN,"RT @CuomoPrimeTime: ""The (Cohen) tapes matter, but not as much as what is happening with Russia and I don't think the timing of the tapes i…",Sat Jul 21 02:20:38 +0000 2018,0.0,0.042,0.958,0.0129,58.0
259,CNN,CNN,"The current look of Air Force One dates back to 1962, the result of collaboration between JFK and Raymond Loewy, on… https://t.co/MsOx9c4GWP",Sat Jul 21 02:16:06 +0000 2018,0.0,0.0,1.0,0.0,59.0
